ISO3,year,hc
DMA,1998,
DMA,1999,
DMA,2000,
DMA,2001,
DMA,2002,
DMA,2003,
DMA,2004,
DMA,2005,
DMA,2006,
DMA,2007,
DMA,2008,
DMA,2009,
DMA,2010,
DMA,2011,
DMA,2012,
DMA,2013,
DMA,2014,
DMA,2015,
DMA,2016,
DMA,2017,
DMA,2018,
DMA,2019,
DMA,2020,
DMA,2021,
DMA,2022,
DMA,2023,
DNK,1950,2.84217619895935
DNK,1951,2.76105546951294
DNK,1952,2.68225002288818
DNK,1953,2.60569381713867
DNK,1954,2.51753044128418
DNK,1955,2.41154766082764
DNK,1956,2.44389820098877
DNK,1957,2.47668290138245
DNK,1958,2.50990724563599
DNK,1959,2.54357743263245
DNK,1960,2.57189679145813
DNK,1961,2.58985066413879
DNK,1962,2.60792994499207
DNK,1963,2.62613534927368
DNK,1964,2.64446783065796
DNK,1965,2.66292834281921
DNK,1966,2.68151760101318
DNK,1967,2.70023679733276
DNK,1968,2.71908640861511
DNK,1969,2.7380678653717
DNK,1970,2.7571816444397
DNK,1971,2.77522230148315
DNK,1972,2.79338097572327
DNK,1973,2.81165838241577
DNK,1974,2.83005547523499
DNK,1975,2.84857273101807
DNK,1976,2.86721134185791
DNK,1977,2.88597178459168
DNK,1978,2.90485525131226
DNK,1979,2.92386198043823
DNK,1980,2.9429931640625
DNK,1981,2.95874309539795
DNK,1982,2.97457695007324
DNK,1983,2.9904956817627
DNK,1984,3.00649952888489
DNK,1985,3.02258920669556
DNK,1986,3.03876495361328
DNK,1987,3.05502724647522
DNK,1988,3.07137632369995
DNK,1989,3.08781313896179
DNK,1990,3.10433793067932
DNK,1991,3.12348175048828
DNK,1992,3.1427435874939
DNK,1993,3.16212439537048
DNK,1994,3.1816246509552
DNK,1995,3.20124483108521
DNK,1996,3.22098660469055
DNK,1997,3.24084973335266
DNK,1998,3.26083564758301
DNK,1999,3.28094434738159
DNK,2000,3.30117750167847
DNK,2001,3.31471872329712
DNK,2002,3.32831573486328
DNK,2003,3.34196853637695
DNK,2004,3.35567712783813
DNK,2005,3.36944198608398
DNK,2006,3.38326358795166
DNK,2007,3.39714169502258
DNK,2008,3.41107678413391
DNK,2009,3.42506909370422
DNK,2010,3.43911862373352
DNK,2011,3.45655488967896
DNK,2012,3.47407937049866
DNK,2013,3.49169301986694
DNK,2014,3.50939559936523
DNK,2015,3.52718830108643
DNK,2016,3.54507112503052
DNK,2017,3.56304430961609
DNK,2018,3.58110880851746
DNK,2019,3.5992648601532
DNK,2020,3.61751317977905
DNK,2021,3.63368630409241
DNK,2022,3.65001320838928
DNK,2023,3.66649580001831
DOM,1950,
DOM,1951,1.37953042984009
DOM,1952,1.37971448898315
DOM,1953,1.37989842891693
DOM,1954,1.38008236885071
DOM,1955,1.38026642799377
DOM,1956,1.38036632537842
DOM,1957,1.38046610355377
DOM,1958,1.38056588172913
DOM,1959,1.38066565990448
DOM,1960,1.38076555728912
DOM,1961,1.38877630233765
DOM,1962,1.39683353900909
DOM,1963,1.40493750572205
DOM,1964,1.41308856010437
DOM,1965,1.42128682136536
DOM,1966,1.43737125396729
DOM,1967,1.45363771915436
DOM,1968,1.4700882434845
DOM,1969,1.48672497272491
DOM,1970,1.50355005264282
DOM,1971,1.51999652385712
DOM,1972,1.53662312030792
DOM,1973,1.553431391716
DOM,1974,1.57042360305786
DOM,1975,1.58760166168213
DOM,1976,1.6098655462265
DOM,1977,1.6324417591095
DOM,1978,1.65533447265625
DOM,1979,1.67854821681976
DOM,1980,1.70208752155304
DOM,1981,1.72270107269287
DOM,1982,1.74178552627563
DOM,1983,1.76108145713806
DOM,1984,1.78059113025665
DOM,1985,1.8003169298172
DOM,1986,1.82314574718475
DOM,1987,1.84626388549805
DOM,1988,1.86967515945435
DOM,1989,1.89338338375092
DOM,1990,1.91739225387573
DOM,1991,1.94222974777222
DOM,1992,1.96738874912262
DOM,1993,1.99287390708923
DOM,1994,2.01868891716003
DOM,1995,2.04483842849731
DOM,1996,2.06714296340942
DOM,1997,2.08969044685364
DOM,1998,2.11248421669006
DOM,1999,2.13552641868591
DOM,2000,2.15881991386414
DOM,2001,2.17516422271729
DOM,2002,2.19163250923157
DOM,2003,2.20822525024414
DOM,2004,2.2249436378479
DOM,2005,2.24178862571716
DOM,2006,2.27710962295532
DOM,2007,2.31298732757568
DOM,2008,2.34943008422852
DOM,2009,2.38644695281982
DOM,2010,2.42404723167419
DOM,2011,2.47031021118164
DOM,2012,2.51745581626892
DOM,2013,2.56369662284851
DOM,2014,2.59653639793396
DOM,2015,2.62979674339294
DOM,2016,2.66348338127136
DOM,2017,2.69760131835938
DOM,2018,2.73215627670288
DOM,2019,2.76715397834778
DOM,2020,2.80260014533997
DOM,2021,2.84226489067078
DOM,2022,2.88338804244995
DOM,2023,2.92603707313538
DZA,1950,
DZA,1951,
DZA,1952,
DZA,1953,
DZA,1954,
DZA,1955,
DZA,1956,
DZA,1957,
DZA,1958,
DZA,1959,
DZA,1960,1.13728058338165
DZA,1961,1.14063823223114
DZA,1962,1.14400577545166
DZA,1963,1.1473833322525
DZA,1964,1.15077078342438
DZA,1965,1.15416824817657
DZA,1966,1.15757584571838
DZA,1967,1.16099333763123
DZA,1968,1.16442108154297
DZA,1969,1.16785883903503
DZA,1970,1.17130672931671
DZA,1971,1.17918086051941
DZA,1972,1.18710792064667
DZA,1973,1.19508814811707
DZA,1974,1.20312213897705
DZA,1975,1.2112101316452
DZA,1976,1.21935248374939
DZA,1977,1.22754955291748
DZA,1978,1.23580181598663
DZA,1979,1.24410951137543
DZA,1980,1.25247299671173
DZA,1981,1.27636218070984
DZA,1982,1.30070698261261
DZA,1983,1.32551622390747
DZA,1984,1.35079860687256
DZA,1985,1.37656331062317
DZA,1986,1.40281927585602
DZA,1987,1.42957615852356
DZA,1988,1.45684325695038
DZA,1989,1.4846305847168
DZA,1990,1.51294791698456
DZA,1991,1.55154621601105
DZA,1992,1.59112918376923
DZA,1993,1.63172209262848
DZA,1994,1.67335057258606
DZA,1995,1.71434307098389
DZA,1996,1.7472060918808
DZA,1997,1.7806990146637
DZA,1998,1.81483399868011
DZA,1999,1.84962320327759
DZA,2000,1.88507950305939
DZA,2001,1.90001463890076
DZA,2002,1.91506826877594
DZA,2003,1.93024098873138
DZA,2004,1.94553411006928
DZA,2005,1.96094822883606
DZA,2006,1.97648453712463
DZA,2007,1.99214398860931
DZA,2008,2.00792741775513
DZA,2009,2.02383589744568
DZA,2010,2.03987050056458
DZA,2011,2.07550859451294
DZA,2012,2.11176919937134
DZA,2013,2.14866352081299
DZA,2014,2.18620228767395
DZA,2015,2.22439670562744
DZA,2016,2.26325869560242
DZA,2017,2.30279946327209
DZA,2018,2.34303092956543
DZA,2019,2.38396549224854
DZA,2020,2.42561507225037
DZA,2021,2.45266890525818
DZA,2022,2.48042869567871
DZA,2023,2.50891828536987
ECU,1950,1.50268161296844
ECU,1951,1.51523077487946
ECU,1952,1.52788460254669
ECU,1953,1.54064416885376
ECU,1954,1.55351030826569
ECU,1955,1.5664838552475
ECU,1956,1.58557057380676
ECU,1957,1.60488986968994
ECU,1958,1.62444460391998
ECU,1959,1.64423751831055
ECU,1960,1.66427171230316
ECU,1961,1.67715835571289
ECU,1962,1.69014477729797
ECU,1963,1.70323181152344
ECU,1964,1.71462845802307
ECU,1965,1.72462594509125
ECU,1966,1.73468172550201
ECU,1967,1.74479615688324
ECU,1968,1.75496959686279
ECU,1969,1.76520228385925
ECU,1970,1.77549457550049
ECU,1971,1.79437184333801
ECU,1972,1.81344985961914
ECU,1973,1.83273065090179
ECU,1974,1.85221648216248
ECU,1975,1.87190961837769
ECU,1976,1.89181196689606
ECU,1977,1.91192603111267
ECU,1978,1.93225383758545
ECU,1979,1.95279788970947
ECU,1980,1.97356021404266
ECU,1981,1.99659240245819
ECU,1982,2.01989340782166
ECU,1983,2.04346609115601
ECU,1984,2.06731414794922
ECU,1985,2.09144043922424
ECU,1986,2.11584830284119
ECU,1987,2.14054107666016
ECU,1988,2.16552186012268
ECU,1989,2.19079422950745
ECU,1990,2.21636152267456
ECU,1991,2.239013671875
ECU,1992,2.26189708709717
ECU,1993,2.28501439094543
ECU,1994,2.30836820602417
ECU,1995,2.33196043968201
ECU,1996,2.35579395294189
ECU,1997,2.37987112998962
ECU,1998,2.40419411659241
ECU,1999,2.42876577377319
ECU,2000,2.45358872413635
ECU,2001,2.48427653312683
ECU,2002,2.51534819602966
ECU,2003,2.54680848121643
ECU,2004,2.57254362106323
ECU,2005,2.59416246414185
ECU,2006,2.61596298217773
ECU,2007,2.63794684410095
ECU,2008,2.66011524200439
ECU,2009,2.68247008323669
ECU,2010,2.70501255989075
ECU,2011,2.71133708953857
ECU,2012,2.71767663955688
ECU,2013,2.7240309715271
ECU,2014,2.73040008544922
ECU,2015,2.73678398132324
ECU,2016,2.74318289756775
ECU,2017,2.74959659576416
ECU,2018,2.75602555274963
ECU,2019,2.76246953010559
ECU,2020,2.76892852783203
ECU,2021,2.8261821269989
ECU,2022,2.79839634895325
ECU,2023,2.82538056373596
EGY,1950,1.07840383052826
EGY,1951,1.08039975166321
EGY,1952,1.08239936828613
EGY,1953,1.08440256118774
EGY,1954,1.08640956878662
EGY,1955,1.08842027187347
EGY,1956,1.09310781955719
EGY,1957,1.09781539440155
EGY,1958,1.10254335403442
EGY,1959,1.10729169845581
EGY,1960,1.11206042766571
EGY,1961,1.11806833744049
EGY,1962,1.12410867214203
EGY,1963,1.1301816701889
EGY,1964,1.13628733158112
EGY,1965,1.14242613315582
EGY,1966,1.14859807491303
EGY,1967,1.15480327606201
EGY,1968,1.16104209423065
EGY,1969,1.16731464862823
EGY,1970,1.17362093925476
EGY,1971,1.18383133411407
EGY,1972,1.19413065910339
EGY,1973,1.20451951026917
EGY,1974,1.21499872207642
EGY,1975,1.22556912899017
EGY,1976,1.23623144626617
EGY,1977,1.24698650836945
EGY,1978,1.2578352689743
EGY,1979,1.2687783241272
EGY,1980,1.27981662750244
EGY,1981,1.31555163860321
EGY,1982,1.35228443145752
EGY,1983,1.39004290103912
EGY,1984,1.42885565757751
EGY,1985,1.46875214576721
EGY,1986,1.50976264476776
EGY,1987,1.55191826820374
EGY,1988,1.59525084495544
EGY,1989,1.63979339599609
EGY,1990,1.68557965755463
EGY,1991,1.71692287921906
EGY,1992,1.74287676811218
EGY,1993,1.76922285556793
EGY,1994,1.79596722126007
EGY,1995,1.82311594486237
EGY,1996,1.85067498683929
EGY,1997,1.8786506652832
EGY,1998,1.90704917907715
EGY,1999,1.93587708473206
EGY,2000,1.96514070034027
EGY,2001,2.00113081932068
EGY,2002,2.03778004646301
EGY,2003,2.07510042190552
EGY,2004,2.11310434341431
EGY,2005,2.15180444717407
EGY,2006,2.19121313095093
EGY,2007,2.2313437461853
EGY,2008,2.27220916748047
EGY,2009,2.31382298469543
EGY,2010,2.35619902610779
EGY,2011,2.39559030532837
EGY,2012,2.43564009666443
EGY,2013,2.47635960578918
EGY,2014,2.51775979995728
EGY,2015,2.5598521232605
EGY,2016,2.58862996101379
EGY,2017,2.61768794059753
EGY,2018,2.64707231521606
EGY,2019,2.67678642272949
EGY,2020,2.70683407783508
EGY,2021,2.75470471382141
EGY,2022,2.80485892295837
EGY,2023,2.85743236541748
ESP,1950,1.8716995716095
ESP,1951,1.87107384204865
ESP,1952,1.87044835090637
ESP,1953,1.86982309818268
ESP,1954,1.86919808387756
ESP,1955,1.86857318878174
ESP,1956,1.88297069072723
ESP,1957,1.8974791765213
ESP,1958,1.91209936141968
ESP,1959,1.92683231830597
ESP,1960,1.94167864322662
ESP,1961,1.95259690284729
ESP,1962,1.96357643604279
ESP,1963,1.97461771965027
ESP,1964,1.9857212305069
ESP,1965,1.99688708782196
ESP,1966,2.00811553001404
ESP,1967,2.01940751075745
ESP,1968,2.03076267242432
ESP,1969,2.04218173027039
ESP,1970,2.05366516113281
ESP,1971,2.0684175491333
ESP,1972,2.08327579498291
ESP,1973,2.09824109077454
ESP,1974,2.11331367492676
ESP,1975,2.12849450111389
ESP,1976,2.14378452301025
ESP,1977,2.159184217453
ESP,1978,2.17469453811646
ESP,1979,2.19031643867493
ESP,1980,2.20605039596558
ESP,1981,2.22753047943115
ESP,1982,2.24921941757202
ESP,1983,2.27111959457397
ESP,1984,2.29323315620422
ESP,1985,2.31556224822998
ESP,1986,2.33810830116272
ESP,1987,2.36087393760681
ESP,1988,2.38386154174805
ESP,1989,2.40707278251648
ESP,1990,2.4305100440979
ESP,1991,2.45371913909912
ESP,1992,2.47714948654175
ESP,1993,2.50080394744873
ESP,1994,2.52468395233154
ESP,1995,2.54879212379456
ESP,1996,2.56882691383362
ESP,1997,2.58531641960144
ESP,1998,2.6019115447998
ESP,1999,2.61861324310303
ESP,2000,2.63542246818543
ESP,2001,2.65172410011292
ESP,2002,2.66812658309937
ESP,2003,2.68463063240051
ESP,2004,2.70123672485352
ESP,2005,2.71794581413269
ESP,2006,2.73475813865662
ESP,2007,2.75167417526245
ESP,2008,2.76869511604309
ESP,2009,2.78582119941711
ESP,2010,2.80305314064026
ESP,2011,2.82275176048279
ESP,2012,2.84258842468262
ESP,2013,2.8625648021698
ESP,2014,2.88268136978149
ESP,2015,2.90293955802918
ESP,2016,2.92333984375
ESP,2017,2.94388365745544
ESP,2018,2.96457171440125
ESP,2019,2.9854052066803
ESP,2020,3.00638508796692
ESP,2021,3.02822971343994
ESP,2022,3.05045986175537
ESP,2023,3.07308387756348
EST,1950,
EST,1951,
EST,1952,
EST,1953,
EST,1954,
EST,1955,
EST,1956,
EST,1957,
EST,1958,
EST,1959,
EST,1960,
EST,1961,
EST,1962,
EST,1963,
EST,1964,
EST,1965,
EST,1966,
EST,1967,
EST,1968,
EST,1969,
EST,1970,
EST,1971,
EST,1972,
EST,1973,
EST,1974,
EST,1975,
EST,1976,
EST,1977,
EST,1978,
EST,1979,
EST,1980,
EST,1981,
EST,1982,
EST,1983,
EST,1984,
EST,1985,
EST,1986,
EST,1987,
EST,1988,
EST,1989,
EST,1990,2.79840993881226
EST,1991,2.84356141090393
EST,1992,2.88944149017334
EST,1993,2.9360613822937
EST,1994,2.98343396186829
EST,1995,3.03157067298889
EST,1996,3.08389043807983
EST,1997,3.13711285591126
EST,1998,3.19125413894653
EST,1999,3.24632954597473
EST,2000,3.30235552787781
EST,2001,3.31723690032959
EST,2002,3.33218550682068
EST,2003,3.34720134735107
EST,2004,3.36228489875793
EST,2005,3.37743639945984
EST,2006,3.39626121520996
EST,2007,3.41519117355347
EST,2008,3.43422651290894
EST,2009,3.4533679485321
EST,2010,3.47261595726013
EST,2011,3.48813080787659
EST,2012,3.49925565719605
EST,2013,3.51936936378479
EST,2014,3.49702787399292
EST,2015,3.50818061828613
EST,2016,3.5126519203186
EST,2017,3.52385497093201
EST,2018,3.54636764526367
EST,2019,3.53396797180176
EST,2020,3.52161145210266
EST,2021,3.54196763038635
EST,2022,3.56257843971252
EST,2023,3.5834481716156
ETH,1950,
ETH,1951,
ETH,1952,
ETH,1953,
ETH,1954,
ETH,1955,
ETH,1956,
ETH,1957,
ETH,1958,
ETH,1959,
ETH,1960,1.01587605476379
ETH,1961,1.01590895652771
ETH,1962,1.01594185829163
ETH,1963,1.01597476005554
ETH,1964,1.01600778102875
ETH,1965,1.01604068279266
ETH,1966,1.01607358455658
ETH,1967,1.0161064863205
ETH,1968,1.0161395072937
ETH,1969,1.01617240905762
ETH,1970,1.01620531082153
ETH,1971,1.01755857467651
ETH,1972,1.01891350746155
ETH,1973,1.02027034759521
ETH,1974,1.02162897586823
ETH,1975,1.02298939228058
ETH,1976,1.02435171604157
ETH,1977,1.02571570873261
ETH,1978,1.02708160877228
ETH,1979,1.02844929695129
ETH,1980,1.02981877326965
ETH,1981,1.03417003154755
ETH,1982,1.03853952884674
ETH,1983,1.04292762279511
ETH,1984,1.04733419418335
ETH,1985,1.05175936222076
ETH,1986,1.05620336532593
ETH,1987,1.06066596508026
ETH,1988,1.06514751911163
ETH,1989,1.06964802742004
ETH,1990,1.07416749000549
ETH,1991,1.0851845741272
ETH,1992,1.0963146686554
ETH,1993,1.10755896568298
ETH,1994,1.11891853809357
ETH,1995,1.13039457798004
ETH,1996,1.14198839664459
ETH,1997,1.15370106697083
ETH,1998,1.16553390026093
ETH,1999,1.17748808860779
ETH,2000,1.1895649433136
ETH,2001,1.1984555721283
ETH,2002,1.20741271972656
ETH,2003,1.21643686294556
ETH,2004,1.22552835941315
ETH,2005,1.23468780517578
ETH,2006,1.24391579627991
ETH,2007,1.25321269035339
ETH,2008,1.26257908344269
ETH,2009,1.27201545238495
ETH,2010,1.28152239322662
ETH,2011,1.29974734783173
ETH,2012,1.3182315826416
ETH,2013,1.33697867393494
ETH,2014,1.35599231719971
ETH,2015,1.37527632713318
ETH,2016,1.39483463764191
ETH,2017,1.41467106342316
ETH,2018,1.43478965759277
ETH,2019,1.45519435405731
ETH,2020,1.47588920593262
ETH,2021,1.49691438674927
ETH,2022,1.51901984214783
ETH,2023,1.54227304458618
FIN,1950,2.11924743652344
FIN,1951,2.12714982032776
FIN,1952,2.13508152961731
FIN,1953,2.14304304122925
FIN,1954,2.151034116745
FIN,1955,2.15905475616455
FIN,1956,2.16675877571106
FIN,1957,2.17449021339417
FIN,1958,2.18224930763245
FIN,1959,2.1900360584259
FIN,1960,2.19785070419312
FIN,1961,2.21825909614563
FIN,1962,2.23885703086853
FIN,1963,2.25964641571045
FIN,1964,2.28062868118286
FIN,1965,2.3018057346344
FIN,1966,2.32317972183228
FIN,1967,2.34475183486938
FIN,1968,2.36652445793152
FIN,1969,2.38849902153015
FIN,1970,2.41067790985107
FIN,1971,2.4463427066803
FIN,1972,2.48253488540649
FIN,1973,2.51926279067993
FIN,1974,2.55653405189514
FIN,1975,2.58307456970215
FIN,1976,2.60874199867249
FIN,1977,2.63466429710388
FIN,1978,2.66084432601929
FIN,1979,2.68728446960449
FIN,1980,2.71398711204529
FIN,1981,2.73764204978943
FIN,1982,2.76150298118591
FIN,1983,2.78557229042053
FIN,1984,2.8098509311676
FIN,1985,2.83434128761292
FIN,1986,2.8590452671051
FIN,1987,2.88396453857422
FIN,1988,2.9091010093689
FIN,1989,2.93445634841919
FIN,1990,2.96003293991089
FIN,1991,2.97676420211792
FIN,1992,2.99359035491943
FIN,1993,3.01051139831543
FIN,1994,3.02752804756165
FIN,1995,3.04464077949524
FIN,1996,3.06185054779053
FIN,1997,3.07915759086609
FIN,1998,3.09656238555908
FIN,1999,3.11406540870667
FIN,2000,3.13166737556458
FIN,2001,3.15149402618408
FIN,2002,3.17144656181335
FIN,2003,3.19152498245239
FIN,2004,3.21173048019409
FIN,2005,3.23206400871277
FIN,2006,3.25252652168274
FIN,2007,3.27311825752258
FIN,2008,3.2938404083252
FIN,2009,3.31469392776489
FIN,2010,3.33567929267883
FIN,2011,3.35402321815491
FIN,2012,3.37246775627136
FIN,2013,3.39101386070251
FIN,2014,3.40966200828552
FIN,2015,3.42841267585754
FIN,2016,3.44726634025574
FIN,2017,3.46622395515442
FIN,2018,3.48528575897217
FIN,2019,3.50445199012756
FIN,2020,3.52372407913208
FIN,2021,3.54863691329956
FIN,2022,3.57393145561218
FIN,2023,3.59961485862732
FJI,1950,
FJI,1951,
FJI,1952,
FJI,1953,
FJI,1954,
FJI,1955,
FJI,1956,
FJI,1957,
FJI,1958,
FJI,1959,
FJI,1960,1.53649246692657
FJI,1961,1.55330991744995
FJI,1962,1.57031142711639
FJI,1963,1.58749902248383
FJI,1964,1.60487484931946
FJI,1965,1.62244069576263
FJI,1966,1.64019894599915
FJI,1967,1.65815150737762
FJI,1968,1.67630052566528
FJI,1969,1.69464826583862
FJI,1970,1.71220088005066
FJI,1971,1.73314118385315
FJI,1972,1.75433754920959
FJI,1973,1.77579319477081
FJI,1974,1.79751121997833
FJI,1975,1.81949484348297
FJI,1976,1.84174728393555
FJI,1977,1.86427199840546
FJI,1978,1.88707208633423
FJI,1979,1.91015100479126
FJI,1980,1.93351221084595
FJI,1981,1.95838356018066
FJI,1982,1.98357486724854
FJI,1983,2.00908994674683
FJI,1984,2.03493356704712
FJI,1985,2.0611093044281
FJI,1986,2.08762216567993
FJI,1987,2.1144757270813
FJI,1988,2.14167475700378
FJI,1989,2.16922378540039
FJI,1990,2.19712710380554
FJI,1991,2.2186713218689
FJI,1992,2.24042701721191
FJI,1993,2.26239585876465
FJI,1994,2.28458023071289
FJI,1995,2.30698204040527
FJI,1996,2.32960367202759
FJI,1997,2.35244703292847
FJI,1998,2.37551426887512
FJI,1999,2.39880776405334
FJI,2000,2.42232966423035
FJI,2001,2.44286012649536
FJI,2002,2.46356463432312
FJI,2003,2.4844446182251
FJI,2004,2.50550127029419
FJI,2005,2.52673673629761
FJI,2006,2.54815196990967
FJI,2007,2.56655335426331
FJI,2008,2.58117866516113
FJI,2009,2.59588718414307
FJI,2010,2.61067938804626
FJI,2011,2.62062859535217
FJI,2012,2.63061547279358
FJI,2013,2.64064025878906
FJI,2014,2.65070343017578
FJI,2015,2.66080498695374
FJI,2016,2.6709451675415
FJI,2017,2.68112397193909
FJI,2018,2.69134140014648
FJI,2019,2.70159769058228
FJI,2020,2.71189308166504
FJI,2021,2.70178723335266
FJI,2022,2.71910119056702
FJI,2023,2.73671317100525
FRA,1950,2.18359756469727
FRA,1951,2.19197201728821
FRA,1952,2.20037865638733
FRA,1953,2.20881748199463
FRA,1954,2.21728873252869
FRA,1955,2.2257924079895
FRA,1956,2.20372319221497
FRA,1957,2.18187284469605
FRA,1958,2.16023921966553
FRA,1959,2.1388201713562
FRA,1960,2.11761331558228
FRA,1961,2.13618278503418
FRA,1962,2.15491509437561
FRA,1963,2.17381167411804
FRA,1964,2.19287395477295
FRA,1965,2.21210360527039
FRA,1966,2.23150157928467
FRA,1967,2.25106978416443
FRA,1968,2.27080965042114
FRA,1969,2.29072260856628
FRA,1970,2.31081008911133
FRA,1971,2.33817386627197
FRA,1972,2.36586165428162
FRA,1973,2.39387726783752
FRA,1974,2.42222452163696
FRA,1975,2.45090770721436
FRA,1976,2.47993040084839
FRA,1977,2.50929665565491
FRA,1978,2.53901100158691
FRA,1979,2.56610155105591
FRA,1980,2.58652067184448
FRA,1981,2.60722041130066
FRA,1982,2.62808585166931
FRA,1983,2.64911818504334
FRA,1984,2.67031908035278
FRA,1985,2.69168925285339
FRA,1986,2.71323084831238
FRA,1987,2.73494482040405
FRA,1988,2.75683236122131
FRA,1989,2.77889513969421
FRA,1990,2.80113434791565
FRA,1991,2.81006145477295
FRA,1992,2.81901693344116
FRA,1993,2.82800102233887
FRA,1994,2.83701348304749
FRA,1995,2.84605479240418
FRA,1996,2.85512518882751
FRA,1997,2.86422419548035
FRA,1998,2.87335228919983
FRA,1999,2.88250946998596
FRA,2000,2.89169573783875
FRA,2001,2.90776181221008
FRA,2002,2.92391729354858
FRA,2003,2.94016242027283
FRA,2004,2.95649790763855
FRA,2005,2.97292399406433
FRA,2006,2.98944115638733
FRA,2007,3.00605034828186
FRA,2008,3.0227518081665
FRA,2009,3.039546251297
FRA,2010,3.05643367767334
FRA,2011,3.07526326179504
FRA,2012,3.09420895576477
FRA,2013,3.11327147483826
FRA,2014,3.13245129585266
FRA,2015,3.15174913406372
FRA,2016,3.17116594314575
FRA,2017,3.19070243835449
FRA,2018,3.21035933494568
FRA,2019,3.23013734817505
FRA,2020,3.25003695487976
FRA,2021,3.27051472663879
FRA,2022,3.29128694534302
FRA,2023,3.31235980987549
GAB,1950,
GAB,1951,
GAB,1952,
GAB,1953,
GAB,1954,
GAB,1955,
GAB,1956,
GAB,1957,
GAB,1958,
GAB,1959,
GAB,1960,1.07203304767609
GAB,1961,1.07620942592621
GAB,1962,1.08040225505829
GAB,1963,1.08461129665375
GAB,1964,1.08883678913116
GAB,1965,1.09307873249054
GAB,1966,1.1030467748642
GAB,1967,1.11310577392578
GAB,1968,1.12325656414032
GAB,1969,1.13349986076355
GAB,1970,1.14383661746979
GAB,1971,1.15547573566437
GAB,1972,1.16723334789276
GAB,1973,1.17911052703857
GAB,1974,1.19110858440399
GAB,1975,1.20322871208191
GAB,1976,1.23513519763947
GAB,1977,1.26788783073425
GAB,1978,1.30150902271271
GAB,1979,1.33602166175842
GAB,1980,1.37144958972931
GAB,1981,1.40482640266418
GAB,1982,1.43901562690735
GAB,1983,1.47403693199158
GAB,1984,1.50991058349609
GAB,1985,1.54665720462799
GAB,1986,1.59148585796356
GAB,1987,1.63761389255524
GAB,1988,1.68507885932922
GAB,1989,1.72778809070587
GAB,1990,1.76540076732636
GAB,1991,1.79772448539734
GAB,1992,1.83063995838165
GAB,1993,1.86415815353394
GAB,1994,1.89828991889954
GAB,1995,1.93304669857025
GAB,1996,1.96957099437714
GAB,1997,2.00678539276123
GAB,1998,2.04470276832581
GAB,1999,2.08333659172058
GAB,2000,2.12270069122314
GAB,2001,2.15596961975098
GAB,2002,2.18976020812988
GAB,2003,2.22408032417297
GAB,2004,2.25893831253052
GAB,2005,2.29434251785278
GAB,2006,2.32480835914612
GAB,2007,2.35567855834961
GAB,2008,2.38695883750916
GAB,2009,2.41865420341492
GAB,2010,2.45077061653137
GAB,2011,2.51047468185425
GAB,2012,2.56782054901123
GAB,2013,2.60977125167847
GAB,2014,2.65240740776062
GAB,2015,2.69573998451233
GAB,2016,2.73978066444397
GAB,2017,2.78454089164734
GAB,2018,2.83003211021423
GAB,2019,2.87626695632935
GAB,2020,2.92325663566589
GAB,2021,2.95950388908386
GAB,2022,2.99687314033508
GAB,2023,3.03540754318237
GBR,1950,2.43450427055359
GBR,1951,2.44469380378723
GBR,1952,2.45492601394653
GBR,1953,2.46520090103149
GBR,1954,2.47551894187927
GBR,1955,2.48588013648987
GBR,1956,2.49860095977783
GBR,1957,2.51138687133789
GBR,1958,2.52423858642578
GBR,1959,2.53715562820435
GBR,1960,2.5501389503479
GBR,1961,2.57157015800476
GBR,1962,2.58991956710815
GBR,1963,2.60839986801147
GBR,1964,2.62701201438904
GBR,1965,2.64575695991516
GBR,1966,2.66463565826416
GBR,1967,2.68364930152893
GBR,1968,2.70279836654663
GBR,1969,2.72208428382874
GBR,1970,2.7415075302124
GBR,1971,2.76375412940979
GBR,1972,2.78618144989014
GBR,1973,2.80879044532776
GBR,1974,2.83158326148987
GBR,1975,2.85456085205078
GBR,1976,2.87772464752197
GBR,1977,2.90107679367065
GBR,1978,2.92461824417114
GBR,1979,2.94835090637207
GBR,1980,2.97227597236633
GBR,1981,2.99403405189514
GBR,1982,3.01595163345337
GBR,1983,3.03802943229675
GBR,1984,3.06026864051819
GBR,1985,3.08267092704773
GBR,1986,3.10523724555969
GBR,1987,3.12796854972839
GBR,1988,3.15086627006531
GBR,1989,3.17393183708191
GBR,1990,3.19716620445251
GBR,1991,3.22711420059204
GBR,1992,3.25734281539917
GBR,1993,3.28785467147827
GBR,1994,3.31865215301514
GBR,1995,3.34973835945129
GBR,1996,3.38111543655396
GBR,1997,3.41278648376465
GBR,1998,3.4447546005249
GBR,1999,3.47702193260193
GBR,2000,3.50959134101868
GBR,2001,3.52848124504089
GBR,2002,3.54747271537781
GBR,2003,3.56656646728516
GBR,2004,3.5857629776001
GBR,2005,3.60506272315979
GBR,2006,3.62446665763855
GBR,2007,3.64397478103638
GBR,2008,3.66358780860901
GBR,2009,3.68330645561218
GBR,2010,3.70313143730164
GBR,2011,3.7108952999115
GBR,2012,3.71867561340332
GBR,2013,3.72647213935852
GBR,2014,3.7342848777771
GBR,2015,3.74211430549622
GBR,2016,3.74996018409729
GBR,2017,3.75782227516174
GBR,2018,3.76570081710815
GBR,2019,3.7735960483551
GBR,2020,3.78150773048401
GBR,2021,3.80263948440552
GBR,2022,3.82441544532776
